number;ProjectID;RequirementText;class;NFR;F;A;FT;L;LF;MN;O;PE;PO;SC;SE;US
152;nasa x38.doc_152;Redundancy Management shall [SRS099] provide an API call to enable the application to retrieve the health status of the processors, network elements, network element links, MPCCs, and ICP controlled interfaces.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
153;nasa x38.doc_153;Redundancy Management shall [SRS100] provide an API call to enable the application to request that the FTSS RM software initiate a voted reset of a channel.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
154;nasa x38.doc_154;Redundancy Management shall [SRS201] be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
155;nasa x38.doc_155;The virtual group configuration defines the mapping of physical hardware to virtual group(s). ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
156;nasa x38.doc_156;It defines the redundancy of each virtual group and the location of the processors in the VME backplane.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
157;nasa x38.doc_157;This mapping of virtual group member(s) is maintained as an ordered pair of network element and port on the associated network element.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
158;nasa x38.doc_158;Redundancy Management shall [SRS101] define an initial mapping of physical hardware to virtual group identifiers consisting of 1 quadruplex FCP virtual group and 5 ICP simplexes.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
159;nasa x38.doc_159;If an FCR is diagnosed as faulty during Startup, Redundancy Management shall [SRS102] exclude the FCP in the faulty channel from the initial FCP virtual group configuration.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
160;nasa x38.doc_160;Redundancy Management configures the FCP virtual group, the network element, and the interconnection links for recovery of hardware resources in the operational system. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
161;nasa x38.doc_161;Redundancy Management determines the recovery strategy to be executed based upon current configuration and whether alignment is permitted.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
162;nasa x38.doc_162;When a fault occurs, the configuration will change. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
163;nasa x38.doc_163;The new configuration depends on the previous configuration.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
164;nasa x38.doc_164;All the possible configuration changes are shown in REF _Ref504962431 Figure 3‑2.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
165;nasa x38.doc_165;When the FCP virtual group is configured as a triplex, and if the NEFU is still active (4 NEs active total), and a failed FCR other than the NEFU has been diagnosed, Redundancy Management shall [SRS282] degrade the FCP virtual group to degraded triplex, removing the FCR. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
166;nasa x38.doc_166;The NE and the processors on the failed FCR will be removed from the NEs’ Configuration Table (CT) and recovery of that channel will then take place, if alignment is permitted. Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
167;nasa x38.doc_167;If the FCP is configured as a triplex, and if the NEFU is not still active (3 NEs active total), and another failure in the FCP FCR is diagnosed, Redundancy Management shall [SRS284] mask out the processors on the failed FCR. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
168;nasa x38.doc_168;The NE will remain in the CT and no recovery will take place. Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
169;nasa x38.doc_169;If a failure in an FCR other than the NEFU is diagnosed when the FCP is configured as a degraded triplex, no action shall [SRS254] be taken. Note that a failed FCR could be diagnosed using any method, including (but not limited to) Continuous BIT, ICP presence test, or NE syndrome analysis.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
170;nasa x38.doc_170;For the NEFU, if the first failure is diagnosed, Redundancy Management shall [SRS245] issue a configuration update to mask out the failed processor. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
171;nasa x38.doc_171;Note that the NE is allowed to remain in the configuration and no recovery will take place. Note also that the failed NEFU could be diagnosed using any method, including (but not limited to) ICP presence test, or NE syndrome analysis.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
172;nasa x38.doc_172;For the NEFU, if errors are identified after the processor has been masked out, and if at least 4 NEs are still active, the NE shall [SRS283] be removed from the configuration and recovery will be attempted. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
173;nasa x38.doc_173;If the configuration needs to be changed due to a fault, as specified above, Redundancy Management shall [SRS128] issue a configuration update to mask out the failed network element.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
174;nasa x38.doc_174;Redundancy Management shall [SRS109] degrade the FCP virtual group within 3 minor frames of fault detection and isolation.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
175;nasa x38.doc_175;Redundancy Management shall [SRS204] issue a voted reset to the failed channel, if alignment is permitted. (Note that NEFU recovery does not depend on whether alignment is permitted.);F;0;1;0;0;0;0;0;0;0;0;0;0;0
176;nasa x38.doc_176;Redundancy Management shall [SRS129] initiate transient NE recovery to restore Byzantine-resilient communications, if alignment is permitted. (Note that NEFU recovery does not depend on whether alignment is permitted.);F;0;1;0;0;0;0;0;0;0;0;0;0;0
177;nasa x38.doc_177;Redundancy Management shall [SRS110] reintegrate a failed FCP processor with the FCP virtual group when alignment is permitted and when the processor failure is not permanent.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
178;nasa x38.doc_178;From the time that the FCR failure has been identified, if the components of the FCR are recoverable and alignment is permitted, to the time the FCR is recovered, shall [SRS205] be no more than 1.5 minutes.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
179;nasa x38.doc_179;Redundancy Management shall [SRS208], within 60 milliseconds after 1.5 minutes has elapsed since the voted reset was sent to the failed channel, if the voted reset fails to recover the failed channel and alignment is still allowed, request from the application a power cycle of the channel. (Note that NEFU recovery does not depend on whether alignment is permitted.);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
180;nasa x38.doc_180;Redundancy Management shall [SRS209], within 60 milliseconds after 1.5 minutes has elapsed since the first power cycle request, if the FCR has not been recovered and alignment is still allowed, issue another request to the application for a power cycle of the channel. (Note that NEFU recovery does not depend on whether alignment is permitted.);NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
181;nasa x38.doc_181;Redundancy Management shall [SRS211], if power cycle requests fail to result in a recovered channel, request the application to power down the channel and declare the channel to be permanently failed. Note that the same result will occur if the application software ignores or fails to respond to power cycle requests.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
182;nasa x38.doc_182;The application software shall [SRS285] have the capability to reset a permanently failed channel to its initial recovery state.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
183;nasa x38.doc_183;Redundancy Management shall [SRS117] reintegrate a processor that is temporarily disabled during a time when alignment was not permitted, when alignment is subsequently permitted. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
184;nasa x38.doc_184;Redundancy Management picks up where it left off in these attempts.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
185;nasa x38.doc_185;For example, if Redundancy Management is at 1 minute in its 1.5 minute wait for a channel after the first power cycle request, and alignment is not allowed, when alignment is subsequently allowed Redundancy Management will wait another half minute and then try the next power cycle request.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
186;nasa x38.doc_186;An API call shall [SRS274] be provided that allows the application to notify FTSS that an FCR is intentionally being powered down.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
187;nasa x38.doc_187;Redundancy Management shall [SRS302] provide an API call to allow the application to specify whether recovery and alignment of failed FCRs is permitted. Note that recovery of the NEFU is always considered to be permitted.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
188;nasa x38.doc_188;When memory alignment is permitted, Redundancy Management attempts to reintegrate a processor with the other members of its original FCP virtual group by commanding the affected FCP virtual group to perform re-synchronization operations. ;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
189;nasa x38.doc_189;Redundancy Management aligns the memory, clocks, cache, and other internal registers of the failed processor after synchronization has been achieved.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
190;nasa x38.doc_190;While synchronization is being attempted, the FCP virtual group shall [SRS123] maintain synchronous operations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
191;nasa x38.doc_191;Only when memory alignment is permitted, Redundancy Management shall [SRS124] initiate periodic re-synchronization attempts on the FCP virtual group at a 1 second rate.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
192;nasa x38.doc_192;Redundancy Management shall [SRS125] perform memory alignment on a major frame boundary upon successful synchronization of all members of the FCP virtual group.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
193;nasa x38.doc_193;Redundancy Management shall [SRS281], during memory alignment, configure the NE to mask out the processor being re-synchronized.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
194;nasa x38.doc_194;Redundancy Management shall [SRS271] notify the application that alignment and reintegration of a processor will take place in 1 second.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
195;nasa x38.doc_195;Redundancy Management shall [SRS272] wait for the ICP to signal that it has completed initialization before suspending the application for memory re-alignment.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
196;nasa x38.doc_196;During alignment, Redundancy Management shall [SRS126] update MET (and, by extension, SEP).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
197;nasa x38.doc_197;Redundancy Management shall [SRS214], if alignment is permitted, incorporate a new channel within 1.5 minutes after power is applied to the channel.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
198;nasa x38.doc_198;Redundancy Management shall [SRS236], if alignment is permitted, serially incorporate two new channels if they are powered on simultaneously.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
199;nasa x38.doc_199;The FTSS API shall [SRS046] define a methodology for segregating and managing congruent aligned, congruent initialized, and non-congruent memory such that congruent aligned memory is aligned and congruent initialized memory is initialized during channel recovery.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
200;nasa x38.doc_200;Non-congruent memory is not modified during realignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
201;nasa x38.doc_201;The FTSS API shall [SRS217] specify a memory map that provides the boundaries for congruent aligned memory, congruent initialized memory, and non-congruent memory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
202;nasa x38.doc_202;"Memory alignment occurs when a channel has been out of synchrony for some amount of time and then re-synchronizes with the other channels. The amount of time the channel is out of synchrony depends on the recovery mechanism. It could take as much as 4.5 minutes for the channel to be recovered and re-aligned (1.5 minutes per attempt for 3 attempts). The channel that is being brought back into synchrony is the ""target"" channel.";F;0;1;0;0;0;0;0;0;0;0;0;0;0
203;nasa x38.doc_203;Memory alignment shall [SRS045] align processor state and congruent aligned memory locations. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
204;nasa x38.doc_204;Processor state includes all registers. It also includes those timers used by FTSS.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
205;nasa x38.doc_205;The re-align function shall [SRS186] write the voted value from the currently synchronized channels into the target channel.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
206;nasa x38.doc_206;FTSS shall [SRS200] initialize congruent initialized memory locations from non-volatile memory.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
207;nasa x38.doc_207;Memory alignment shall [SRS203] take no more than 1 second per Megabyte of data to be realigned.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
208;nasa x38.doc_208;The FCP watchdog timer shall [SRS293] remain active during memory re-alignment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
209;nasa x38.doc_209;Memory alignment shall [SRS294] reset the watchdog timer such that, in the absence of a fault, the timer never expires and resets the processor.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
210;nasa x38.doc_210;If transmission status indicates an error in telemetry and/or remote commanding operations 10 consecutive times, the following actions shall [SRS298] be taken:;F;0;1;0;0;0;0;0;0;0;0;0;0;0
211;nasa x38.doc_211;Support Services shall [SRS299] switch to the redundant MPCC device to continue telemetry and/or remote commanding operations. Note that there are only two CTCs. CTC1 is connected to FCC1 and FCC3. CTC2 is connected to FCC2 and FCC4.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
212;nasa x38.doc_212;Support Services shall [SRS242] continue to close and reopen a faulty MPCC device until status shows that the device has recovered.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
213;nasa x38.doc_213;In all error cases, Support Services shall [SRS222] attempt to choose an error-free FCC-MPCC path, switching back and forth between channels if necessary.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
214;nasa x38.doc_214;Support Services shall [SRS286] provide an API call which allows the application to specify which MPCC channels in a C&T FCR should be used for telemetry and/or command reception.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
215;nasa x38.doc_215;The telemetry capability shall [SRS148] be capable of transferring 12,800 bytes within the 10 Hz frame from the FCP.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
216;nasa x38.doc_216;The telemetry capability shall [SRS149] transfer the telemetry block from the FCP to the FCC-MPCC connected to the CTC.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
217;nasa x38.doc_217;The telemetry capability shall [SRS150] signal the FCC-MPCC to transfer the telemetry block to the CTC.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
